Canadian citizens,Not Canadian citizens,Non-immigrants,Immigrants,Non-permanent residents,Under 5 years,5 to 14 years,15 to 24 years,25 to 44 years,45 years and over,Total visible minority population,Not a visible minority,"No certificate, diploma or degree",High school certificate or equivalent,"Postsecondary certificate, diploma or degree","No postsecondary certificate, diploma or degree",Education,"Visual and performing arts, and communications technologies",Humanities,Social and behavioural sciences and law,"Business, management and public administration",Physical and life sciences and technologies,"Mathematics, computer and information sciences","Architecture, engineering, and related technologies","Agriculture, natural resources and conservation","Health, parks, recreation and fitness","Personal, protective and transportation services",Other,"With postsecondary certificate, diploma or degree",English,French,Non-official language,English and French,English and non-official language,French and non-official language,"English, French and non-official language",In the labour force,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Worked at home,Worked outside Canada,No fixed workplace address,Worked at usual place,Walked or bicycled,Riding Vote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.022522523,0.045045045,0.067567568,0.202702703,0.675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.977225673,0.020703934,0.925465839,0.072463768,0.004140787,0.01863354,0.091097308,0.095238095,0.198757764,0.596273292,0.004140787,0.997929607,0.302277433,0.225672878,0.364389234,0.527950311,0.031055901,0.016563147,0.008281573,0.016563147,0.037267081,0.00621118,0.004140787,0.136645963,0.014492754,0.064182195,0.026915114,0,0.364389234,0.716356108,0.229813665,0.026915114,0.008281573,0,0,0,0.488612836,0.403726708,0.022608696,0.019544513,0.005424431,0.031055901,0,0.053830228,0.33747412,0.022774327,1
0.976643418,0.011529422,0.919534769,0.066199155,0.002438916,0.048398234,0.119886986,0.133095143,0.266285309,0.432353332,0.020778299,0.967426215,0.210887069,0.205154032,0.403909868,0.4160411,0.029932154,0.007443446,0.01495024,0.034873335,0.079375637,0.013936664,0.012194581,0.110859829,0.005542991,0.065660693,0.029045275,6.33E-05,0.403909868,0.791190761,0.161506933,0.022583731,0.010610869,0.003769234,6.33E-05,0.000126697,0.516860196,0.303090772,0.000399095,0.000368055,4.94E-05,0.021190064,0.00082353,0.044248909,0.41005467,0.031072426,1
1.002415459,0,0.97826087,0.024154589,0,0.036231884,0.096618357,0.120772947,0.229468599,0.495169082,0,0.990338164,0.301932367,0.241545894,0.326086957,0.543478261,0,0,0,0.036231884,0.072463768,0,0,0.096618357,0.024154589,0.036231884,0.048309179,0,0.326086957,0.700483092,0.314009662,0,0.024154589,0,0,0,0.507246377,0.374396135,0.140821256,0.114009662,0.04589372,0.036231884,0,0.060386473,0.338164251,0.144927536,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.992199688,0.009360374,0.953198128,0.046801872,0.004680187,0.026521061,0.096723869,0.104524181,0.190327613,0.586583463,0.004680187,0.998439938,0.299531981,0.171606864,0.408736349,0.471138846,0.021840874,0.004680187,0.004680187,0.015600624,0.062402496,0.00624025,0.007800312,0.135725429,0.046801872,0.068642746,0.034321373,0,0.408736349,0.887675507,0.087363495,0.00624025,0.009360374,0.003120125,0,0,0.503900156,0.375975039,0.017909516,0.016349454,0.002714509,0.088923557,0,0.040561622,0.329173167,0.018720749,1
0.97785892,0.009535549,0.945298509,0.041049376,0.000930297,0.051747796,0.130939368,0.134079122,0.274670326,0.408516873,0.011861293,0.97541689,0.254087494,0.197688211,0.352466451,0.451775705,0.030583529,0.006395795,0.007326093,0.022094565,0.073726074,0.007674954,0.007791241,0.10361188,0.010116985,0.05779473,0.025350606,0,0.352466451,0.71202642,0.235365258,0.015349908,0.015233621,0.003372328,0,0,0.526897225,0.277344931,0.001523362,0.001416378,0.000165128,0.016047631,0.000465149,0.039188781,0.434100053,0.045933437,1
0.97896345,0.002938066,0.957221765,0.024092138,0,0.042308144,0.108708426,0.123986367,0.230344341,0.49418263,0.016453167,0.964860736,0.266776354,0.193324715,0.370783876,0.460101069,0.028793043,0.004113292,0.008814197,0.021741685,0.074039253,0.005876131,0.006463744,0.114584558,0.014102715,0.051709954,0.038782466,0,0.370783876,0.354330709,0.595252086,0.015277941,0.014690328,0.001762839,0,0,0.480079915,0.35080503,0.006792808,0.006228699,0.000963686,0.014102715,0,0.038782466,0.387824656,0.054060407,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.963792199,0.037607137,0.919188386,0.064719258,0.018366276,0.032359629,0.108448487,0.109323072,0.206401959,0.544866189,0.016617107,0.984782228,0.262375372,0.216896974,0.383942627,0.478397761,0.02099003,0.003498338,0.012244184,0.024488368,0.048102151,0.017491691,0.006996677,0.132936855,0.011369599,0.065593843,0.039356306,0,0.383942627,0.963792199,0.008745846,0.021864614,0.005247507,0.005247507,0,0,0.476648592,0.386566381,0.009655414,0.008570929,0.001959069,0.050725905,0,0.064719258,0.307853769,0.006122092,1
0.9632582,0.019836907,0.873831776,0.106468756,0.002748763,0.045629467,0.117463808,0.133085945,0.255864028,0.448002566,0.029091076,0.953958219,0.209822247,0.208081363,0.402510537,0.417949423,0.031198461,0.010307861,0.015118197,0.033993036,0.085257467,0.012873374,0.009391607,0.093961884,0.008612791,0.073391974,0.028358072,0,0.402510537,0.928303097,0.009483233,0.038711746,0.001420194,0.00572659,0,0,0.518141836,0.302363936,0.000579073,0.000536925,6.60E-05,0.017088144,0.00151182,0.042010262,0.420148433,0.037108301,1
0.98405467,0.01594533,0.917995444,0.080485953,0.001518603,0.036446469,0.119969628,0.110858011,0.23690205,0.495064541,0.004555809,0.996203493,0.213363705,0.209567198,0.420652999,0.422930904,0.031890661,0.009870919,0.018982536,0.034168565,0.06833713,0.012908125,0.004555809,0.135155657,0.022779043,0.0523918,0.028853455,0,0.420652999,0.970387244,0.008352316,0.017463933,0.002277904,0.002277904,0,0,0.543659833,0.29992407,0.009779803,0.008883827,0.001397115,0.044798785,0,0.072892938,0.375094913,0.025816249,1
0.977136456,0.007906701,0.934967385,0.049087435,0.001317783,0.04546353,0.12453054,0.135072808,0.243131054,0.451999736,0.008895039,0.976148119,0.222375964,0.227317652,0.365026026,0.450023061,0.041180734,0.00560058,0.013507281,0.019766752,0.06226527,0.007577255,0.004941688,0.089938723,0.013177835,0.070171971,0.037227384,0,0.365026026,0.965605851,0.003294459,0.011860051,0.002306121,0.002965013,0,0,0.54193846,0.273440074,0.00438163,0.004065362,0.000474402,0.02470844,0,0.042169072,0.435527443,0.049746327,1
0,0,0,0,0,0.1,0.185714286,0.171428571,0.314285714,0.2,0,1,0.4,0.085714286,0.228571429,0.485714286,0,0.028571429,0,0.028571429,0.057142857,0,0.028571429,0.057142857,0,0.028571429,0.028571429,0,0.228571429,0.885714286,0,0.128571429,0,0.028571429,0,0,0.357142857,0.342857143,0.142857143,0.12,0.045714286,0.028571429,0,0.028571429,0.257142857,0.042857143,1
0.975713677,0.024854424,0.918193438,0.077403778,0.005681011,0.041187331,0.120011362,0.117170856,0.234341713,0.487146712,0.002840506,0.997727596,0.211617668,0.245703735,0.384178384,0.456611277,0.041187331,0.006391138,0.017043034,0.019173413,0.063911376,0.00781139,0.005681011,0.114330351,0.024144298,0.057520239,0.026984803,0,0.384178384,0.960801023,0.005681011,0.031955688,0.001420253,0.001420253,0,0,0.553188468,0.287601193,0.009345263,0.008663542,0.001036785,0.04544809,0.001420253,0.055389859,0.411163187,0.024144298,1
0.934235817,0.052399311,0.757071844,0.219848078,0.009715205,0.054640334,0.121132234,0.13924512,0.293752593,0.39123095,0.199130926,0.787504202,0.124783132,0.197610232,0.488438413,0.322387207,0.03112806,0.016733795,0.034575788,0.076791987,0.097952419,0.023924771,0.036964571,0.087726211,0.00668613,0.056518115,0.019381157,6.16E-05,0.488438413,0.746845637,0.104626235,0.109169849,0.008391524,0.015219257,0.001348308,0.001188235,0.562078192,0.248753585,8.53E-05,8.03E-05,7.26E-06,0.036958414,0.002671989,0.039285631,0.450027028,0.049320982,2
0.978855268,0.02096245,0.900929639,0.097065257,0.001822822,0.043292016,0.132610281,0.134888808,0.23240977,0.458439665,0.009114109,0.991159315,0.19549763,0.243802406,0.385526795,0.439300036,0.032810791,0.013215458,0.014126868,0.026430915,0.074279985,0.01002552,0.006835581,0.11574918,0.015493985,0.055140357,0.02096245,0,0.385526795,0.99161502,0.001822822,0.006379876,0.000911411,0,0,0,0.559606271,0.264764856,0.00618848,0.005896828,0.000437477,0.048304776,0.000911411,0.060153117,0.423806052,0.017316806,2
0.926214774,0.059586689,0.726010239,0.250684261,0.009106963,0.053393161,0.124752507,0.137308025,0.271405326,0.413133053,0.134463958,0.851347414,0.202513482,0.220440028,0.384860839,0.42295351,0.025180405,0.013328471,0.020076938,0.039698033,0.073608835,0.012416784,0.014715821,0.096688395,0.005480033,0.060438918,0.023188567,4.95E-05,0.384860839,0.838762167,0.003646749,0.123523711,0.001625182,0.018382389,0.000138735,0.000198193,0.522436425,0.285387834,0.000128231,0.000119708,1.29E-05,0.026954231,0.001773826,0.048349152,0.411151124,0.029134353,2
0.909004818,0.0807491,0.698909333,0.276500996,0.01434359,0.059106678,0.123271724,0.13622946,0.296873051,0.384551422,0.20815529,0.781575531,0.186143307,0.246104595,0.375381687,0.432270999,0.025291838,0.008915662,0.016953615,0.041113672,0.071463878,0.011618077,0.017554152,0.098187765,0.003349147,0.057489849,0.023351642,4.62E-05,0.375381687,0.797235683,0.007275734,0.159072956,0.002979586,0.023305447,0.000184781,0.000947,0.500016168,0.307613421,0.000285948,0.000258231,4.48E-05,0.017392469,0.02175791,0.032752352,0.379446859,0.0294494,2
0.968404761,0.017545498,0.875540375,0.107407803,0.003002081,0.04316326,0.109342477,0.131624593,0.234495917,0.481267012,0.012542029,0.973341517,0.211346534,0.236497305,0.385467257,0.447777125,0.03242248,0.007471847,0.016077814,0.034957571,0.072116668,0.008339115,0.014543417,0.097934568,0.009473235,0.063977691,0.02808614,0,0.385467257,0.931112238,0.009072957,0.038893633,0.002935369,0.003602498,0,0.000200139,0.495410151,0.337834232,0.000793884,0.000729839,0.000108075,0.013409297,0.00433634,0.03015424,0.407549234,0.036425255,2
0.95307636,0.046877861,0.65340597,0.341649881,0.004944149,0.034792163,0.067890496,0.087300861,0.126716719,0.024949643,0.457745834,0.542254166,0.115867057,0.231093206,0.445385461,0.347006043,0.023347372,0.017121406,0.022019777,0.054339864,0.114219008,0.017258744,0.022294452,0.088124886,0.004806812,0.058826222,0.023026918,0,0.445385461,0.586156382,0.001968504,0.002334737,0.002151621,0.001876946,0,0,0.577412562,0.214978942,0.00066746,0.000608863,7.97E-05,0.025453214,0.001007142,0.055438564,0.445202344,0.013916865,1
0.988847348,0.011089285,0.947658577,0.050377036,0.001964388,0.005196122,0.011469489,0.011976427,0.018693365,0.003105,0.010709081,0.989290919,0.241492935,0.217983651,0.391990368,0.459413218,0.039667955,0.006970407,0.01286357,0.030543058,0.064001014,0.005703061,0.005829795,0.107724479,0.016031937,0.06742285,0.035358976,0,0.392053736,0.399404347,0.079779482,0.00380204,0.019327039,0.000380204,0,0,0.462644953,0.388758634,0.000688169,0.000610861,0.00014321,0.027691528,0.000570306,0.047081934,0.334959762,0.048729485,2
0.920939559,0.079060441,0.532989592,0.459133009,0.007877399,0.045354722,0.087224291,0.083404946,0.198796906,0.04425666,0.429294376,0.570657882,0.101928769,0.177504058,0.506636112,0.279480569,0.031509596,0.018285114,0.031939272,0.059772749,0.123746777,0.026305739,0.040485057,0.102024253,0.006874821,0.048314714,0.017282536,0,0.50658837,0.564117254,0.001384513,0.0163277,0.001814189,0.009834813,0,0.000334193,0.562828225,0.223240714,0.000683663,0.000637831,6.40E-05,0.044638594,0.003198701,0.057337917,0.419984723,0.010407715,1
0.969763278,0.030236722,0.864581261,0.132086732,0.003381739,0.019295803,0.030634573,0.032773026,0.043614482,0.005669385,0.070767854,0.929232146,0.149940322,0.244081957,0.393972548,0.394072011,0.027402029,0.014471852,0.013974537,0.044260991,0.076835091,0.010592799,0.011289039,0.092351303,0.005768848,0.065098468,0.031927591,0,0.393972548,0.584294808,0.001889795,0.001541675,0.000795703,0.000994629,0,0,0.559279889,0.228714939,0.000706187,0.000649493,7.96E-05,0.035955838,0.001541675,0.064054108,0.412771036,0.013079371,0
0.976982893,0.023017107,0.892483152,0.105495075,0.002021773,0.017314671,0.021565578,0.027268015,0.033385174,0.005961638,0.050803525,0.949196475,0.151373769,0.244790047,0.437117678,0.396111975,0.032659409,0.021980301,0.019491965,0.0469155,0.081596682,0.00933126,0.013115604,0.091083463,0.008968377,0.076723691,0.035303266,0,0.437117678,0.596267496,0.002747538,0.000622084,0.001192328,0.000518403,0,0,0.564800415,0.268429238,0.000702955,0.000641783,9.02E-05,0.036599274,0.001762571,0.067081389,0.410316226,0.027216174,0
0.985514696,0.014532031,0.923040979,0.074435774,0.002569973,0.010606981,0.015513294,0.01789636,0.027662259,0.002803607,0.031540582,0.968506145,0.191392926,0.255128265,0.401756927,0.446567917,0.027895893,0.012055511,0.020653241,0.043315733,0.076585206,0.009906079,0.01032662,0.091771413,0.00756974,0.067193122,0.03434419,0,0.401756927,0.529648147,0.002336339,0.000887809,0.00247652,0.000607448,0,0,0.500817719,0.347460399,0.000551376,0.000506518,7.66E-05,0.026447362,0.001355077,0.044904444,0.387271623,0.034951638,1
0.899085165,0.100914835,0.654578893,0.326369895,0.019051212,0.034471376,0.05375837,0.07031029,0.139064416,0.028671131,0.316797133,0.683250024,0.126426483,0.191455249,0.507780817,0.317881732,0.032773743,0.041827785,0.049985853,0.086673583,0.105206074,0.021644818,0.022918042,0.066160521,0.008063756,0.054229935,0.018108083,0,0.507780817,0.57483731,0.00320664,0.006554749,0.002923701,0.002923701,0,0.000518721,0.568518344,0.257097048,0.000649816,0.000592285,8.30E-05,0.040365934,0.001414694,0.055456003,0.421107234,0.036876356,1
0.876675083,0.123324917,0.528937658,0.462759759,0.008399689,0.040201981,0.08084094,0.11293455,0.183919208,0.044960186,0.537434453,0.4626141,0.170130122,0.248349194,0.388570596,0.418479316,0.020149544,0.012235386,0.024422218,0.039036706,0.091037095,0.01650806,0.021897456,0.088755098,0.00606914,0.044426102,0.023839581,0,0.388570596,0.551029326,0.001310934,0.005874927,0.001359487,0.005437949,0,0,0.546368227,0.260633133,0.000657409,0.000590406,9.90E-05,0.017624782,0.000922509,0.053554088,0.418333657,0.017382016,1
0.866461972,0.133538028,0.401369105,0.591886042,0.006694519,0.041878492,0.081592591,0.17914129,0.205869029,0.083354306,0.876176574,0.123823426,0.159712085,0.214123924,0.377711783,0.373836009,0.018472844,0.009412594,0.038455731,0.038204057,0.092565561,0.018120501,0.022650627,0.075753763,0.003926109,0.043891881,0.016056778,0,0.377711783,0.506065334,0.000553682,0.012231338,0.001107364,0.009915941,0,0,0.511249811,0.240297982,0.000684552,0.000619117,9.66E-05,0.019429204,0.001560377,0.055770876,0.385513666,0.003120753,1
0.888713816,0.111286184,0.519605636,0.474271823,0.00616756,0.035969928,0.073335434,0.138207356,0.173231891,0.053527214,0.613964795,0.386035205,0.148831765,0.243911223,0.401881781,0.392742988,0.023994958,0.011299689,0.031152928,0.042137487,0.099086121,0.018007473,0.021789042,0.084635124,0.004952055,0.043983253,0.020798631,0,0.401881781,0.565254581,0.00067528,0.009633998,0.00135056,0.010849503,0,0,0.560302526,0.234322244,0.000634763,0.00057714,8.19E-05,0.019403052,0.002701121,0.061675595,0.425426552,0.01026426,1
0.846251768,0.153701084,0.492833569,0.492456388,0.014710042,0.035454974,0.076567657,0.133710514,0.18387553,0.062753418,0.595002357,0.404997643,0.165346535,0.234040547,0.40311174,0.399434229,0.023998114,0.011975483,0.033427628,0.038425271,0.093776521,0.02135785,0.023008015,0.081565299,0.00641207,0.050353607,0.018906176,0,0.403064592,0.534653465,0.001225837,0.010749646,0.002263083,0.010231023,0,0,0.535219236,0.267326733,0.000628949,0.000563885,9.71E-05,0.017444602,0.001838755,0.055681282,0.405186233,0.00952381,1
0.878588605,0.121411395,0.478873239,0.513618295,0.007508465,0.04333317,0.09373313,0.131030083,0.190312607,0.055111155,0.712224567,0.287775433,0.137851499,0.195121951,0.410757226,0.33297345,0.01928645,0.013691908,0.026598616,0.040143299,0.108455612,0.018501251,0.025715267,0.086911714,0.004122295,0.048387888,0.018942926,0,0.410806301,0.541149335,0.001766698,0.008195515,0.002846346,0.007410316,0,0,0.541885459,0.201845218,0.000715513,0.000656623,8.05E-05,0.018354027,0.001521323,0.056976002,0.420572214,0.004465819,1
0.977084293,0.022954092,0.882926455,0.112467373,0.004606172,0.014931675,0.02487333,0.028865346,0.038423154,0.005335483,0.056195302,0.943766314,0.196990634,0.231498541,0.38545985,0.42852756,0.028212805,0.012590204,0.019537847,0.038384769,0.067403654,0.00917396,0.009941655,0.087325349,0.008329495,0.068747121,0.035505911,0.000307078,0.38545985,0.555389222,0.001305082,0.000998004,0.000422232,0.001189928,0,0,0.527329955,0.28661907,0.000497467,0.000459082,5.91E-05,0.023030861,0.001036389,0.050284047,0.412521112,0.022647014,0
0.985599384,0.014400616,0.928141405,0.071280643,0.000577951,0.010836584,0.016664259,0.016905072,0.023695998,0.003130569,0.014352454,0.985647546,0.196840534,0.244569667,0.402350335,0.441410201,0.03727785,0.013630015,0.018109136,0.033954631,0.067668449,0.007994991,0.007368877,0.094880316,0.016712421,0.071810432,0.032702403,0.000240813,0.402398497,0.559504889,0.001155902,0.004045658,0.000577951,0.000337138,0,0,0.526561672,0.317198863,0.000601069,0.00055676,7.13E-05,0.059336319,0.000722439,0.061118336,0.366421037,0.036218273,0
0.958893746,0.041064223,0.787071284,0.207002354,0.005926362,0.024630128,0.036524882,0.051025555,0.082044385,0.012819435,0.091501345,0.908540686,0.113273369,0.235877606,0.501597176,0.349150975,0.034381305,0.022780767,0.030682582,0.060860794,0.120250504,0.021183591,0.021898117,0.090240417,0.006262609,0.069309011,0.023495293,0,0.501555145,0.591627438,0.002143578,0.001302959,0.00180733,0.001513114,0,0.000168124,0.564517485,0.286230666,0.000558171,0.000524546,4.96E-05,0.037953934,0.001597176,0.047536987,0.443972764,0.025764963,1
0.96869053,0.03130947,0.794517444,0.20357952,0.001857725,0.024784776,0.041957408,0.050067966,0.073221568,0.013638423,0.118577254,0.881422746,0.19637517,0.246443135,0.36869053,0.442772995,0.022700498,0.01209787,0.018939737,0.034164024,0.075668328,0.009560489,0.012958768,0.094290893,0.008518351,0.051246035,0.028228364,0.000271862,0.36869053,0.573584051,0.001540553,0.004440417,0.000634345,0.002265519,0,0,0.555550521,0.255913004,0.000620752,0.000568192,7.61E-05,0.027095605,0.00122338,0.051381966,0.42890802,0.019528772,1
0.977005668,0.022994332,0.86553615,0.128196857,0.006220911,0.020367725,0.032118336,0.033224275,0.037601954,0.004884568,0.05690982,0.943044099,0.23662504,0.24275379,0.340445141,0.47937883,0.02566702,0.00612875,0.014699783,0.037740196,0.064881803,0.006819962,0.009584812,0.076171605,0.013732086,0.05972075,0.02511405,0,0.340445141,0.514354177,0.002442284,0.005529699,0.000783374,0.002073637,0,0,0.492327543,0.327450348,0.000553892,0.000500438,8.85E-05,0.028155385,0.002165799,0.04073545,0.373669416,0.023547302,0
0.865101921,0.134849079,0.497353979,0.478390827,0.024255194,0.039886319,0.072814583,0.116522932,0.213102705,0.036015288,0.330066641,0.669933359,0.245785966,0.1999706,0.421501372,0.445707566,0.023667189,0.053214426,0.040964328,0.073010584,0.075117601,0.014602117,0.019257154,0.060221482,0.005586045,0.03503528,0.020678165,0,0.421452372,0.554439436,0.002352019,0.035476284,0.003136025,0.008820071,0,0.000343003,0.584084673,0.283124265,0.000660525,0.000604665,8.23E-05,0.035182281,0.001715014,0.089376715,0.408565269,0.063210506,0
0.831905433,0.168094567,0.432057261,0.543704587,0.024292376,0.038065286,0.086378918,0.120377399,0.240863247,0.058019738,0.558941546,0.441004229,0.12867368,0.20746123,0.496529661,0.336189133,0.029443661,0.020984709,0.03410693,0.060622492,0.121516105,0.021147381,0.035191411,0.09256046,0.004771717,0.058507754,0.017622817,0,0.496583885,0.507699816,0.002440082,0.011170155,0.003578788,0.008513176,0,0.000216896,0.515670752,0.317102267,0.000671294,0.000598634,0.000117124,0.025159961,0.002114738,0.047120703,0.385424574,0.017568593,1
0.806584564,0.193415436,0.323340366,0.648545214,0.028065355,0.050439134,0.098228742,0.107256759,0.312202542,0.080418036,0.670183014,0.329816986,0.106275453,0.179039301,0.573867818,0.285265689,0.030911143,0.021441539,0.036700849,0.061527894,0.139149208,0.030322359,0.045336343,0.115695991,0.005789706,0.072567587,0.014376135,0,0.573818753,0.495167067,0.002011678,0.029144792,0.002502331,0.013394829,0,0.000245327,0.514106275,0.345027231,0.000586821,0.000526961,0.000100093,0.033805996,0.005495314,0.046415779,0.375889309,0.015455571,1
0.874008187,0.126042351,0.595289837,0.3796432,0.025066963,0.038712286,0.070248143,0.07146106,0.168191237,0.031081013,0.359478445,0.640521555,0.080406327,0.1492394,0.580178905,0.229595189,0.033961692,0.027139031,0.055592055,0.099257088,0.150553394,0.027897104,0.030120786,0.068074999,0.005104361,0.072219134,0.010158185,0,0.580178905,0.550563501,0.001970991,0.00773235,0.002021529,0.005458129,0,0,0.530449285,0.279425886,0.000662051,0.000605448,8.69E-05,0.054126447,0.004245212,0.035983221,0.390458382,0.034820842,1
0.97262179,0.02737821,0.83016818,0.165659902,0.004171918,0.022641345,0.037112685,0.048759289,0.05080179,0.006344792,0.073834253,0.926165747,0.143496589,0.24492634,0.414106297,0.388379471,0.032288905,0.016209639,0.020598844,0.043674764,0.08956586,0.011298944,0.014558255,0.095997566,0.009864847,0.051801312,0.028030073,0,0.414106297,0.603320151,0.001390639,0.002303246,0.00086915,0.002216331,0,0,0.573986354,0.228499413,0.000621442,0.000579723,5.91E-05,0.043892052,0.001521012,0.065403503,0.424188432,0.017078788,1
0.978227605,0.021728676,0.873300398,0.123988983,0.0026669,0.016613474,0.028898702,0.028854982,0.044025707,0.005596118,0.073186727,0.926813273,0.137017444,0.240458182,0.425304945,0.377519346,0.032789752,0.014034014,0.018886897,0.042976435,0.083766887,0.013115901,0.014340052,0.098893892,0.008394177,0.064267914,0.033707865,8.74E-05,0.425304945,0.580466052,0.00271062,0.00126787,0.00126787,0.000830674,0,0,0.562759586,0.240064705,0.00061295,0.000561361,7.34E-05,0.033664145,0.001573908,0.053119398,0.427053731,0.015607922,0
0.868867967,0.131132033,0.588720213,0.386278661,0.025001126,0.036082706,0.064147034,0.083066805,0.168476057,0.034506059,0.289202216,0.710842831,0.117798099,0.172575341,0.522546061,0.29037344,0.039326096,0.026217397,0.043200144,0.093517726,0.127753502,0.019460336,0.020856795,0.061083833,0.00477499,0.072705978,0.013739358,0,0.522591108,0.552637506,0.001531601,0.007162485,0.002027118,0.005090319,0,0.000225235,0.532546511,0.28037299,0.000590117,0.000545971,6.76E-05,0.050137394,0.002297401,0.044641651,0.395333123,0.028920222,0
0.985259461,0.01469433,0.866688231,0.131093757,0.002218012,0.023289127,0.030682501,0.034933691,0.036227531,0.005960908,0.033085347,0.966914653,0.193429139,0.241717111,0.373596414,0.43514625,0.027401691,0.00785546,0.014786747,0.03299293,0.068804584,0.008225128,0.010581766,0.084792754,0.01534125,0.073240608,0.029527286,0,0.373596414,0.552793309,0.000785546,0.004805693,0.001201423,0.000554503,0,0,0.529134513,0.27965436,0.000604408,0.000556351,7.39E-05,0.04278915,0.002218012,0.058453861,0.383069174,0.021486992,1
0.980777373,0.019180286,0.878313151,0.119527479,0.00215937,0.019180286,0.024303497,0.032221187,0.037386739,0.006351088,0.048818698,0.951223643,0.152510797,0.246718604,0.410788382,0.399229401,0.034761622,0.007705987,0.015369633,0.040392921,0.076890507,0.010627488,0.011262596,0.104750614,0.008552799,0.073418579,0.027097976,0,0.410788382,0.542848675,0.005165552,0.001566602,0.001016174,0.000889152,0,0,0.521339656,0.288635786,0.000545347,0.000508934,5.59E-05,0.029596071,0.014903887,0.044161233,0.398086205,0.01299856,0
0.921851558,0.078148442,0.577001147,0.414879534,0.008075192,0.03834613,0.072764981,0.099152767,0.174300591,0.030359192,0.249757303,0.75019857,0.134763039,0.215956226,0.495499073,0.350675139,0.039934692,0.019945283,0.040067073,0.063101227,0.11733298,0.022460507,0.019415762,0.097475951,0.00648663,0.051760657,0.017430059,0,0.495499073,0.531065219,0.001235548,0.009398994,0.002471097,0.005736475,0,0.00026476,0.517121172,0.32905304,0.000539229,0.000496867,6.97E-05,0.034595358,0.001765069,0.054849528,0.385005736,0.015576736,2
0.903726708,0.096229551,0.591418074,0.394322456,0.01425947,0.031537048,0.068454203,0.091155629,0.16498994,0.038141895,0.237118362,0.762881638,0.126979267,0.192371621,0.544877963,0.319350888,0.034555157,0.036042341,0.039454116,0.080132972,0.133802817,0.021476686,0.02418861,0.090674482,0.007698364,0.055638177,0.021126761,0,0.544877963,0.590193334,0.001705887,0.008879363,0.003761701,0.005161403,0,0.000131222,0.583194821,0.28099029,0.0005905,0.000545884,6.65E-05,0.03722334,0.002230776,0.055988103,0.443661972,0.024057388,1
0.827461452,0.172538548,0.382720303,0.595916961,0.021362736,0.043026962,0.09440951,0.14872082,0.247394263,0.062322336,0.727711259,0.272331812,0.20316134,0.240546128,0.353346541,0.443707468,0.016668102,0.010509088,0.022999397,0.035920407,0.087346025,0.019338444,0.018003273,0.078344388,0.003488673,0.044534413,0.016151262,0,0.353346541,0.470324748,0.000775261,0.008958567,0.001464381,0.007192695,0,0.00034456,0.480360065,0.316693944,0.000519425,0.000458265,0.000101645,0.01313636,0.002024291,0.055129641,0.353518822,0.011241278,1
0.975867426,0.02418436,0.815639565,0.181874676,0.002537545,0.025220093,0.042465044,0.048006214,0.057845676,0.008337649,0.086483687,0.913568099,0.135577421,0.216623511,0.451372346,0.352200932,0.035888141,0.014189539,0.021802175,0.046193682,0.088089073,0.016519938,0.017089591,0.104505438,0.011393061,0.068047644,0.027498705,0,0.451372346,0.585810461,0.001760746,0.001967892,0.000673226,0.001398239,0,0,0.559502848,0.24407043,0.00072087,0.000680476,5.80E-05,0.045106163,0.001967892,0.059917141,0.421077162,0.011962714,1
0.991379725,0.008572117,0.952516253,0.046376114,0.001059475,0.009487118,0.007368168,0.010498435,0.016325548,0.002745004,0.023886347,0.976113653,0.182422345,0.246713219,0.398699735,0.429183723,0.038815314,0.011461594,0.014206598,0.04103058,0.075993258,0.010883699,0.018059234,0.087454852,0.012810017,0.054418493,0.033469781,0,0.398699735,0.317649892,0.228702143,0.00211895,0.051721647,0.000144474,0,0.000288948,0.567397062,0.260486395,0.000659764,0.000624127,5.20E-05,0.041897424,0.001059475,0.063424031,0.430339514,0.023549242,0
0.959643302,0.040398175,0.787100788,0.206428868,0.006470344,0.024139361,0.039236831,0.048942348,0.082911655,0.011198673,0.156947325,0.843094152,0.142430527,0.221401908,0.457901286,0.363873911,0.03152219,0.015138946,0.031273331,0.051679801,0.082953131,0.036167565,0.015885525,0.083533803,0.020199088,0.063583575,0.025715471,0.000248859,0.457859809,0.599917047,0.001949399,0.002032352,0.001036914,0.002281211,0,0,0.573081709,0.248652012,0.000578183,0.000538366,5.81E-05,0.029158026,0.002613024,0.044960597,0.456532559,0.036167565,1
